,score,score,score,score,user score,user score,players,players,players
,mean,median,count,std,mean,median,sum,mean,max
genre,,,,,,,,,
"Sci-Fi,Adventure,3D,First-Person",66.4,63.0,5,10.89954127475097,7.220000000000001,7.3,0.0,,
"Sci-Fi,Adventure,3D,First-Person,Sci-Fi",66.0,66.0,1,,7.1,7.1,0.0,,
"Sci-Fi,Large Spaceship,Large Spaceship,Simulation,Space,Civilian",80.0,80.0,1,,6.7,6.7,0.0,,
"Sci-Fi,Role-Playing,Massively Multiplayer Online,Massively Multiplayer,Sci-Fi",74.66666666666667,82.0,3,15.373136743466944,6.033333333333334,6.0,0.0,,
"Sci-Fi,Sci-Fi,Action Adventure,General",59.0,59.0,1,,6.5,6.5,0.0,,
"Sci-Fi,Sci-Fi,Adventure,3D,First-Person",86.0,86.0,1,,5.4,5.4,0.0,,
"Sci-Fi,Sci-Fi,Strategy,Real-Time,Command",62.0,62.0,1,,5.7,5.7,0.0,,
"Sci-Fi,Sci-Fi,Strategy,Real-Time,General,Command",88.0,88.0,1,,8.4,8.4,0.0,,
"Sci-Fi,Sci-Fi,Strategy,Turn-Based,General",77.0,77.0,1,,7.7,7.7,0.0,,
"Sci-Fi,Small Spaceship,Simulation,Space,Combat",62.0,62.0,1,,7.6,7.6,0.0,,
"Sci-Fi,Small Spaceship,Small Spaceship,Simulation,Space,Combat",88.0,88.0,1,,8.2,8.2,0.0,,
"Sci-Fi,Strategy,Real-Time,General",72.11111111111111,75.0,9,10.349449797506683,6.766666666666667,7.5,0.0,,
"Sci-Fi,Strategy,Turn-Based,General",86.0,86.0,1,,8.2,8.2,0.0,,
"Sci-Fi,Strategy,Turn-Based,General,Tactics",82.0,82.0,1,,7.9,7.9,0.0,,
"Sci-Fi,Strategy,Turn-Based,Sci-Fi,General,Tactics",87.0,87.0,2,1.4142135623730951,7.9,7.9,2.0,2.0,2.0
"Sci-Fi,Strategy,Turn-Based,Tactics",69.0,69.0,2,0.0,6.9,6.9,2.0,2.0,2.0
"Sci-Fi,Third-Person,Action,Shooter,First-Person,Arcade",85.0,85.0,1,,8.4,8.4,0.0,,
"Sci-Fi,Third-Person,Arcade,Action,Shooter,First-Person,Tactical",78.5,78.5,4,2.886751345948127,6.775,6.75,0.0,,
"Scrolling,Action,Shooter,Shoot-'Em-Up,Top-Down,Vertical",66.0,66.0,1,,6.4,6.4,0.0,,
"Scrolling,Action,Shooter,Shoot-'Em-Up,Vertical",75.33333333333333,74.0,3,5.131601439446882,7.6,7.6,0.0,,
"Shooter,First-Person,Modern,Modern,Action,Shooter,Third-Person,Modern,Arcade",72.0,72.0,1,,7.3,7.3,0.0,,
"Shooter,Historic,Action,Shooter,First-Person,Tactical,Historic",47.5,47.5,2,6.363961030678928,5.699999999999999,5.699999999999999,0.0,,
"Shooter,Historic,Action,Shooter,Third-Person,Tactical",53.0,53.0,1,,6.8,6.8,0.0,,
"Shooter,Historic,Action,Shooter,Third-Person,Tactical,Historic",67.0,67.0,3,4.0,6.766666666666667,6.8,0.0,,
"Shooter,Modern,Action,Shooter,First-Person,Modern,Arcade",33.0,33.0,1,,5.0,5.0,0.0,,
"Shooter,Modern,Action,Shooter,First-Person,Tactical,Modern",74.0,74.0,1,,8.6,8.6,0.0,,
"Shooter,Modern,Modern,Action,Shooter,First-Person,Arcade",60.666666666666664,63.0,3,5.859465277082315,6.466666666666666,7.7,0.0,,
"Shooter,Modern,Modern,Action,Shooter,Third-Person,Tactical,Arcade",79.66666666666667,80.0,3,0.5773502691896278,6.633333333333333,6.9,0.0,,
"Shooter,Rail,Action,Shooter,Rail",55.0,55.0,1,,6.5,6.5,0.0,,
"Shooter,Sci-Fi,Action,Action Adventure,Horror,Horror,Shooter,Third-Person,Arcade",52.0,52.0,2,0.0,4.9,4.9,0.0,,
"Shooter,Sci-Fi,Action,Shooter,First-Person,Sci-Fi,Arcade",73.6,75.0,5,5.941380311005178,6.94,6.8,2.0,2.0,2.0
"Shooter,Sci-Fi,Action,Shooter,Third-Person,Sci-Fi,Arcade",68.5,68.5,2,0.7071067811865476,7.75,7.75,0.0,,
"Shooter,Sci-Fi,Miscellaneous,General,Action,Shooter,First-Person,Sci-Fi,Arcade",85.0,86.0,3,1.7320508075688772,6.333333333333333,6.3,0.0,,
"Shooter,Sci-Fi,Sci-Fi,Action,Shooter,First-Person,Arcade",78.0,84.0,3,13.076696830622021,6.666666666666667,6.5,0.0,,
"Shooter,Sci-Fi,Sci-Fi,Action,Shooter,Third-Person,Arcade",60.0,60.0,1,,6.7,6.7,0.0,,
"Shooter,Sci-Fi,Sci-Fi,Action,Shooter,Third-Person,Shoot-'Em-Up,Arcade,Top-Down",81.0,81.0,1,,8.0,8.0,2.0,2.0,2.0
"Shooter,Scrolling,Action,General,Shooter,Scrolling,Shoot-'Em-Up,Vertical",90.0,90.0,1,,7.2,7.2,0.0,,
"Shooter,Scrolling,Action,Platformer,Platformer,2D,2D",69.0,69.0,2,2.8284271247461903,7.35,7.35,0.0,,
"Shooter,Scrolling,Action,Shooter,Scrolling,Shoot-'Em-Up,Horizontal",84.0,84.0,1,,7.7,7.7,0.0,,
"Shooter,Scrolling,Action,Shooter,Scrolling,Shoot-'Em-Up,Vertical",61.0,61.0,1,,5.5,5.5,0.0,,
"Shooter,Shoot-'Em-Up,Horizontal,Action,Rhythm,Music",73.0,73.0,2,1.4142135623730951,,,0.0,,
"Sim,Sports,Traditional,Team,Basketball,Sim",86.0,86.0,1,,5.7,5.7,0.0,,
"Sim,Sports,Traditional,Team,Football,Sim",75.0,75.0,1,,6.8,6.8,0.0,,
"Sim,Sports,Traditional,Team,Soccer,Sim",78.5,78.5,2,13.435028842544403,6.05,6.05,0.0,,
"Simulation,Action Adventure,General,Survival",76.0,76.0,3,1.0,6.5,6.5,0.0,,
"Simulation,Action Adventure,Space,Open-World,Combat",78.0,78.0,2,0.0,6.9,6.9,0.0,,
"Simulation,Action Adventure,Virtual,Open-World,Career",68.0,69.0,3,2.6457513110645907,5.933333333333334,5.8,0.0,,
"Simulation,Adventure,First-Person,Virtual,Modern,Modern,Virtual Life",48.0,48.0,1,,5.8,5.8,0.0,,
"Simulation,Adventure,Flight,General,General,Civilian",51.0,51.0,1,,5.3,5.3,0.0,,
"Simulation,Adventure,General",73.5,73.5,2,4.949747468305833,6.7,6.7,0.0,,
"Simulation,Adventure,General,General,Virtual,Career",63.0,63.0,1,,6.2,6.2,0.0,,
"Simulation,Adventure,General,Virtual,Virtual Life",58.0,58.0,1,,6.8,6.8,0.0,,
"Simulation,Adventure,Third-Person,Virtual,Sci-Fi,Sci-Fi,Career",75.0,75.0,1,,8.1,8.1,0.0,,
"Simulation,Driving,Car Combat,Car Combat,Vehicle,Combat",61.75,62.5,20,11.547954934008649,6.947368421052632,7.4,0.0,,
"Simulation,Driving,Car Combat,Vehicle,Combat",64.0,64.0,2,12.727922061357855,7.35,7.35,0.0,,
"Simulation,Driving,Racing,Car Combat,Arcade,Car Combat,Vehicle,Automobile,Combat",53.0,53.0,1,,3.4,3.4,0.0,,
"Simulation,Driving,Racing,General,General,Vehicle,Combat",43.5,43.5,2,4.949747468305833,6.6,6.6,0.0,,
"Simulation,Driving,Racing,Vehicle,Kart,Combat",58.0,58.0,1,,6.1,6.1,0.0,,
"Simulation,Flight,Civilian",67.66666666666667,64.5,6,12.027745701779144,5.583333333333333,5.4,0.0,,
"Simulation,Flight,Civilian Plane,Civilian",89.0,89.0,2,1.4142135623730951,7.449999999999999,7.449999999999999,0.0,,
"Simulation,Flight,Civilian Plane,Civilian Plane,Civilian",71.0,71.0,1,,7.2,7.2,0.0,,
"Simulation,Flight,Civilian Plane,Civilian Plane,Combat",46.0,46.0,1,,7.7,7.7,0.0,,
"Simulation,Flight,Combat",75.77777777777777,75.0,9,3.7342260837346855,7.35,7.449999999999999,0.0,,
"Simulation,Flight,Helicopter",63.5,63.5,2,0.7071067811865476,6.2,6.2,0.0,,
"Simulation,Flight,Helicopter,Civilian",57.0,57.0,1,,7.0,7.0,0.0,,
"Simulation,Flight,Helicopter,Helicopter,Civilian",66.5,64.0,4,12.041594578792296,6.7,6.7,0.0,,
"Simulation,Flight,Helicopter,Helicopter,Combat",66.66666666666667,66.0,3,3.055050463303895,6.633333333333333,6.8,0.0,,
"Simulation,Flight,Helicopter,Helicopter,Combat,Civilian",69.66666666666667,74.0,3,18.876793513023696,5.933333333333334,7.2,0.0,,
"Simulation,Flight,Modern Jet",69.0,65.0,14,10.677078252031313,7.5307692307692315,7.5,0.0,,
"Simulation,Flight,Modern Jet,Combat",68.0,62.0,3,12.165525060596439,7.533333333333334,7.5,0.0,,
"Simulation,Flight,Modern Jet,Modern Jet,Combat",70.1875,74.0,16,12.744770169236743,7.046153846153846,7.2,0.0,,
"Simulation,Flight,Old Jet,Combat",65.0,65.0,1,,7.6,7.6,0.0,,
"Simulation,Flight,Sci-Fi,Futuristic Jet,Futuristic Jet,Combat",63.333333333333336,55.0,3,17.09775813764288,6.550000000000001,6.550000000000001,0.0,,
"Simulation,Flight,Sci-Fi,Small Spaceship,Futuristic Jet,Combat",70.0,70.0,1,,7.3,7.3,0.0,,
"Simulation,Flight,WWI",62.0,62.0,1,,5.0,5.0,0.0,,
"Simulation,Flight,WWI,WWI,Combat",73.0,73.0,2,5.656854249492381,7.6,7.6,0.0,,
"Simulation,Flight,WWII",76.625,76.5,8,6.610327417868844,8.2375,8.4,0.0,,
"Simulation,Flight,WWII,Combat",79.0,79.0,1,,,,0.0,,
"Simulation,Flight,WWII,Modern Jet,Combat",58.0,58.0,1,,,,0.0,,
"Simulation,Flight,WWII,WWII",46.0,46.0,1,,,,0.0,,
"Simulation,Flight,WWII,WWII,Combat",69.54838709677419,72.0,31,12.462848015006886,7.139285714285714,7.3,0.0,,
"Simulation,General",70.33333333333333,71.0,27,9.934400218045766,6.556521739130435,6.3,0.0,,
"Simulation,General,Action,Shooter,Shoot-'Em-Up,Top-Down",69.0,69.0,1,,6.1,6.1,0.0,,
"Simulation,General,General",66.47058823529412,68.0,17,10.811554276899924,6.426666666666667,6.2,0.0,,
"Simulation,General,General,Space,Combat",63.0,63.0,1,,6.7,6.7,0.0,,
"Simulation,General,General,Vehicle,Civilian",70.0,70.0,2,12.727922061357855,7.8999999999999995,7.8999999999999995,0.0,,
"Simulation,General,General,Virtual,Career",47.75,43.5,4,16.520189667999176,5.0,5.9,0.0,,
"Simulation,General,General,Virtual,Virtual Life",50.5,50.5,2,0.7071067811865476,5.6,5.6,0.0,,
"Simulation,General,Strategy,General,General",54.0,54.0,1,,4.9,4.9,0.0,,
"Simulation,General,Virtual,Career",58.0,56.0,3,5.291502622129181,5.966666666666666,5.5,0.0,,
"Simulation,Marine,Combat",63.0,63.0,2,4.242640687119285,6.65,6.65,0.0,,
"Simulation,Miscellaneous,Adventure,Puzzle,Visual Novel,Virtual,Puzzle,General,Puzzle,General,Career",61.0,61.0,1,,7.8,7.8,0.0,,
"Simulation,Miscellaneous,General,General,Edutainment",60.0,60.0,1,,7.2,7.2,0.0,,
"Simulation,Miscellaneous,General,General,Virtual,Career",65.0,65.0,5,3.674234614174766,6.36,5.9,0.0,,
"Simulation,Miscellaneous,General,Virtual,Career",58.0,58.0,1,,6.2,6.2,0.0,,
"Simulation,Miscellaneous,General,Virtual,Virtual Life",70.83333333333333,71.0,6,4.020779360604939,6.283333333333334,6.7,0.0,,
"Simulation,Miscellaneous,Puzzle,Puzzle,General,Puzzle,Virtual,General,Career",60.0,60.0,1,,7.4,7.4,0.0,,
"Simulation,Miscellaneous,Virtual Life,Virtual Life,Virtual,Pet",77.85714285714286,83.0,7,6.414269805898185,7.5,7.4,0.0,,
"Simulation,Miscellaneous,Virtual Life,Virtual,Pet",63.0,63.0,1,,7.5,7.5,0.0,,
"Simulation,Miscellaneous,Virtual Life,Virtual,Virtual Life",70.04878048780488,72.0,82,11.1564656988444,6.728378378378378,7.4,0.0,,
"Simulation,Racing,Arcade,Automobile",61.0,61.0,2,0.0,4.05,4.05,0.0,,
"Simulation,Sci-Fi,Futuristic Jet",78.0,78.0,1,,8.6,8.6,0.0,,
"Simulation,Sci-Fi,Futuristic Sub",70.0,70.0,2,1.4142135623730951,7.0,7.0,0.0,,
"Simulation,Sci-Fi,Large Spaceship",41.5,41.5,2,0.7071067811865476,6.1000000000000005,6.1000000000000005,0.0,,
"Simulation,Sci-Fi,Marine,Futuristic Sub,Futuristic Sub,Combat",63.0,63.0,2,5.656854249492381,7.65,7.65,0.0,,
"Simulation,Sci-Fi,Mech",72.18181818181819,73.0,22,9.021858976615587,8.32,8.5,0.0,,
"Simulation,Sci-Fi,Small Spaceship",75.625,77.0,16,11.02043556308007,7.7125,8.1,0.0,,
"Simulation,Sci-Fi,Space,Large Spaceship,Civilian",80.5,80.5,2,2.1213203435596424,7.5,7.5,0.0,,
"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Civilian",62.0,66.5,6,16.649324310613927,5.466666666666666,6.25,0.0,,
"Simulation,Sci-Fi,Space,Large Spaceship,Large Spaceship,Combat,Civilian",67.66666666666667,64.0,3,13.868429375143148,5.8999999999999995,5.7,0.0,,
"Simulation,Sci-Fi,Space,Small Spaceship,Combat",66.75,68.5,4,9.287087810503355,7.075,7.050000000000001,0.0,,
"Simulation,Sci-Fi,Space,Small Spaceship,Small Spaceship,Combat",73.3125,71.0,16,9.08272169194528,7.6499999999999995,7.449999999999999,0.0,,
"Simulation,Sci-Fi,Vehicle,Mech,Combat",82.5,82.5,2,6.363961030678928,7.449999999999999,7.449999999999999,0.0,,
"Simulation,Sci-Fi,Vehicle,Mech,Mech,Combat",62.642857142857146,65.0,14,12.579636431441603,6.607142857142857,7.199999999999999,0.0,,
"Simulation,Ship",64.66666666666667,65.0,3,2.516611478423585,8.4,8.4,0.0,,
"Simulation,Ship,Marine,Civilian",59.0,59.0,1,,6.4,6.4,0.0,,
"Simulation,Ship,Ship,Marine,Civilian",63.333333333333336,62.0,3,13.051181300301263,6.7,6.6,0.0,,
"Simulation,Ship,Ship,Marine,Combat,Civilian",71.0,71.0,1,,8.3,8.3,0.0,,
"Simulation,Space,Civilian",78.5,78.5,2,2.1213203435596424,7.05,7.05,0.0,,
"Simulation,Space,Combat",71.70588235294117,71.0,17,6.2225869407581715,6.06875,6.25,0.0,,
"Simulation,Strategy,Breeding/Constructing,General,Breeding/Constructing,Virtual,Career",59.0,59.0,1,,7.7,7.7,0.0,,
"Simulation,Strategy,General,General,General",43.0,43.0,1,,3.5,3.5,2.0,2.0,2.0
"Simulation,Strategy,General,Virtual,Career",64.0,71.0,3,18.520259177452136,6.4,6.4,0.0,,
"Simulation,Strategy,Management,Vehicle,Train,Business / Tycoon",75.5,75.5,2,2.1213203435596424,6.65,6.65,0.0,,
"Simulation,Strategy,Management,Virtual,Career,Business / Tycoon",83.5,83.5,4,1.2909944487358056,7.275,7.25,0.0,,
"Simulation,Strategy,Real-Time,General,General,Historic",81.5,81.5,2,0.7071067811865476,7.699999999999999,7.699999999999999,0.0,,
"Simulation,Strategy,Real-Time,Ship,Sci-Fi,General",46.0,46.0,1,,8.2,8.2,0.0,,
"Simulation,Strategy,Turn-Based,General,General,4X",36.0,36.0,1,,1.5,1.5,0.0,,
"Simulation,Submarine,Marine,Combat",74.33333333333333,71.0,3,6.658328118479392,7.8999999999999995,7.6,0.0,,
"Simulation,Submarine,Submarine,Marine,Combat",67.75,70.5,4,21.792582836062977,5.775,5.85,0.0,,
"Simulation,Tank,Tank,Vehicle,Combat",86.0,86.0,1,,7.7,7.7,0.0,,
"Simulation,Tank,Vehicle,Combat",56.0,56.0,1,,6.6,6.6,0.0,,
"Simulation,Train",76.0,76.0,1,,7.3,7.3,0.0,,
"Simulation,Train,Vehicle,Train",74.33333333333333,72.0,3,8.736894948054104,7.1000000000000005,6.9,0.0,,
"Simulation,Vehicle,Civilian",65.41666666666667,67.5,12,9.820741809912814,6.333333333333333,7.0,0.0,,
"Simulation,Vehicle,Combat",65.0,67.0,19,11.813363431112904,6.366666666666666,6.800000000000001,0.0,,
"Simulation,Vehicle,Train",66.5,66.5,2,0.7071067811865476,7.2,7.2,0.0,,
"Simulation,Virtual,Career",67.75,69.0,32,8.218782579967314,6.446875,6.800000000000001,0.0,,
"Simulation,Virtual,Pet",53.0,53.0,1,,,,0.0,,
"Simulation,Virtual,Virtual Life",71.76923076923077,72.0,26,8.358505571249887,5.254545454545454,5.55,0.0,,
"Simulation,Virtual,Virtual Life,Career",66.66666666666667,66.0,3,4.041451884327382,7.05,7.05,0.0,,
"Sports,Alternative,Biking",68.0909090909091,74.0,22,14.848149125986467,7.161111111111111,7.449999999999999,0.0,,
"Sports,Alternative,Bowling",51.0,51.0,2,4.242640687119285,6.8,6.8,0.0,,
"Sports,Alternative,Bowling,Bowling",51.0,51.0,1,,,,0.0,,
"Sports,Alternative,Futuristic",74.5,74.5,2,6.363961030678928,6.949999999999999,6.949999999999999,0.0,,
"Sports,Alternative,Horse Racing",69.8,70.0,5,1.3038404810405302,8.48,8.5,0.0,,
"Sports,Alternative,Individual,Biking",60.0,60.0,2,9.899494936611665,6.2,6.2,0.0,,
"Sports,Alternative,Individual,Biking,Biking",58.142857142857146,51.0,7,12.535663410560176,6.771428571428571,6.9,0.0,,
"Sports,Alternative,Individual,Bowling,Bowling",57.333333333333336,54.0,3,7.571877794400366,6.550000000000001,6.550000000000001,0.0,,
"Sports,Alternative,Individual,Other,Other",49.25,45.0,8,8.310922245541018,5.775,6.0,0.0,,
"Sports,Alternative,Individual,Other,Other,Horse Racing",49.0,49.0,1,,6.9,6.9,0.0,,
"Sports,Alternative,Individual,Other,Other,Skate / Skateboard",61.0,61.0,2,0.0,5.9,5.9,0.0,,
"Sports,Alternative,Individual,Skateboarding,Skate / Skateboard",82.0,82.0,4,4.082482904638628,6.975,6.8,0.0,,
"Sports,Alternative,Individual,Skateboarding,Skateboarding,Skate / Skateboard",73.55172413793103,76.0,29,14.261802648274346,7.125,7.699999999999999,0.0,,
"Sports,Alternative,Individual,Skateboarding,Skating,Skateboarding,Skate / Skateboard",53.0,53.0,1,,6.6,6.6,0.0,,
"Sports,Alternative,Individual,Skating,Skating,Skate / Skateboard",66.5,66.5,2,0.7071067811865476,6.300000000000001,6.300000000000001,0.0,,
"Sports,Alternative,Individual,Skiing,Skiing,Ski / Snowboard",58.0,66.0,3,14.730919862656235,8.5,8.5,0.0,,
"Sports,Alternative,Individual,Snowboarding,Snowboarding,Ski / Snowboard",71.07692307692308,72.0,13,7.772403515660792,7.361538461538462,7.6,0.0,,
"Sports,Alternative,Individual,Surfing,Surfing,Surf / Wakeboard",57.75,60.0,4,7.455423082115015,5.7,5.8,0.0,,
"Sports,Alternative,Individual,Wakeboarding,Wakeboarding,Surf / Wakeboard",63.0,63.0,1,,6.8,6.8,0.0,,
"Sports,Alternative,Other",65.3,68.5,10,11.195733314278463,7.875,7.9,0.0,,
"Sports,Alternative,Rugby",71.66666666666667,73.5,6,5.501514942874065,7.74,7.7,0.0,,
"Sports,Alternative,Skateboarding",77.025,82.5,40,16.971299302056995,7.407692307692307,7.7,0.0,,
"Sports,Alternative,Skating",83.25,85.0,4,5.678908345800274,7.866666666666667,8.0,0.0,,
"Sports,Alternative,Snowboarding",73.63333333333334,73.5,30,14.003653053777606,7.6450000000000005,8.1,0.0,,
"Sports,Alternative,Surfing",69.625,76.0,8,12.293290853144248,7.185714285714285,7.9,0.0,,
"Sports,Alternative,Team,Cricket,Cricket",71.0,71.0,1,,8.6,8.6,0.0,,
"Sports,Alternative,Team,Futuristic,Futuristic",63.0,63.0,2,1.4142135623730951,7.949999999999999,7.949999999999999,0.0,,
"Sports,Alternative,Team,Individual,Football,Other,Other,Arcade",66.75,66.5,4,6.652067347825037,5.95,6.15,0.0,,
"Sports,Alternative,Team,Individual,Other,Other",69.0,69.0,1,,7.6,7.6,0.0,,
"Sports,Alternative,Team,Other,Other",65.0,65.0,1,,,,0.0,,
"Sports,Alternative,Team,Rugby,Rugby",58.25,55.0,4,10.111874208078342,5.25,5.55,4.0,2.0,2.0
"Sports,Alternative,Wakeboarding",76.66666666666667,80.0,3,8.504900548115385,7.65,7.65,0.0,,
"Sports,Baseball,Sim,Team",92.0,92.0,1,,3.3,3.3,0.0,,
"Sports,Driving,General,Individual,Nature,Fishing,Fishing",48.0,48.0,1,,,,0.0,,
"Sports,General",70.66666666666667,74.0,9,9.486832980505138,7.588888888888889,7.9,0.0,,
"Sports,General,General",50.54545454545455,48.0,22,14.493766386597516,6.017647058823529,6.8,0.0,,
"Sports,General,General,Individual,Athletics",77.33333333333333,76.0,3,2.309401076758502,8.0,8.0,0.0,,
"Sports,General,General,Individual,Biking",45.0,45.0,1,,,,0.0,,
"Sports,General,General,Individual,Other",62.0,62.0,1,,5.8,5.8,0.0,,
"Sports,General,General,Team,Futuristic",47.0,47.0,2,8.48528137423857,5.949999999999999,5.949999999999999,0.0,,
"Sports,General,Individual,Combat,Boxing / Martial Arts",77.5,77.5,2,2.1213203435596424,5.699999999999999,5.699999999999999,4.0,2.0,2.0
"Sports,General,Team,Football,Arcade",72.66666666666667,72.0,3,3.055050463303895,6.833333333333333,7.0,4.0,2.0,2.0
"Sports,Individual,Athletics",62.0,62.5,4,6.480740698407862,6.800000000000001,6.95,0.0,,
"Sports,Individual,Biking",60.0,64.0,7,20.848661028149188,6.185714285714286,6.4,0.0,,
"Sports,Individual,Billiards",66.0,64.0,3,3.4641016151377544,4.633333333333334,4.9,0.0,,
"Sports,Individual,Combat,Boxing / Martial Arts",75.4,75.0,5,2.0736441353327746,4.92,5.0,8.0,2.0,2.0
"Sports,Individual,Combat,Wrestling",63.583333333333336,66.5,12,11.758620306615546,4.825,5.300000000000001,0.0,,
"Sports,Individual,Golf,Arcade",69.35714285714286,69.0,14,9.684302467690406,6.138461538461538,5.9,0.0,,
"Sports,Individual,Golf,Sim",76.33333333333333,76.5,6,2.732520204255895,6.166666666666667,6.4,0.0,,
"Sports,Individual,Nature,Fishing",56.0,56.0,2,8.48528137423857,8.8,8.8,0.0,,
"Sports,Individual,Nature,Fishing,Fishing",53.75,55.0,8,9.346504312155579,6.128571428571428,5.9,0.0,,
"Sports,Individual,Nature,Hunting",60.333333333333336,63.0,3,5.507570547286103,5.033333333333333,5.3,0.0,,
"Sports,Individual,Nature,Hunting,Hunting",51.5,51.5,2,4.949747468305833,5.95,5.95,0.0,,
"Sports,Individual,Other",70.66666666666667,76.0,3,13.796134724383254,6.733333333333333,6.8,4.0,2.0,2.0
"Sports,Individual,Other,Biking",67.0,67.0,1,,6.5,6.5,0.0,,
"Sports,Individual,Skate / Skateboard",68.55555555555556,82.0,9,22.355710182809624,5.544444444444444,5.8,0.0,,
"Sports,Individual,Ski / Snowboard",67.83333333333333,71.5,6,8.773064838850031,6.720000000000001,6.6,2.0,2.0,2.0
"Sports,Individual,Surf / Wakeboard",65.0,65.0,1,,,,0.0,,
"Sports,Individual,Tennis",59.833333333333336,61.0,12,10.133951336816734,6.341666666666666,6.95,4.0,2.0,2.0
"Sports,Miscellaneous,Alternative,General,Exercise / Fitness,Other",80.0,80.0,1,,7.4,7.4,0.0,,
"Sports,Miscellaneous,General,Exercise / Fitness",71.0,72.5,14,10.421870495039974,6.575,7.0,4.0,2.0,2.0
"Sports,Miscellaneous,General,General,Individual,Other",70.0,70.0,1,,,,0.0,,
"Sports,Miscellaneous,General,Party,Party / Minigame",82.0,82.0,1,,6.3,6.3,0.0,,
"Sports,Miscellaneous,Parlor,Individual,Billiards,Billiards",62.84615384615385,66.0,13,17.658077253984715,6.56,7.25,2.0,2.0,2.0
"Sports,Nature,Fishing",60.75,58.0,12,9.900642770685513,7.566666666666666,7.85,0.0,,
"Sports,Nature,Hunting",59.0,59.0,1,,7.9,7.9,0.0,,
"Sports,Olympic Sports",55.666666666666664,59.0,12,10.2277104283442,7.1000000000000005,7.4,0.0,,
"Sports,Olympic Sports,Olympic Sports,Individual,Athletics",57.15384615384615,56.0,26,9.857757585545746,6.136363636363637,6.35,0.0,,
"Sports,Racing,Alternative,Arcade,Individual,Other,Other,Automobile",47.0,47.0,1,,2.3,2.3,0.0,,
"Sports,Racing,Team,Soccer,Futuristic,Arcade",86.0,86.0,1,,7.9,7.9,0.0,,
"Sports,Simulation,Virtual,Individual,Combat,Career,Boxing / Martial Arts",73.0,73.0,1,,7.0,7.0,0.0,,
"Sports,Soccer,Arcade,Team",65.0,77.0,3,20.784609690826528,7.800000000000001,7.800000000000001,2.0,2.0,2.0
"Sports,Team,Baseball,Arcade",81.33333333333333,80.5,6,3.386246693120081,6.933333333333334,6.85,0.0,,
"Sports,Team,Baseball,Arcade,Sim",85.0,85.0,1,,7.3,7.3,0.0,,
"Sports,Team,Baseball,Sim",84.0,84.0,4,1.8257418583505558,6.85,6.75,0.0,,
"Sports,Team,Basketball,Arcade",66.875,67.5,8,3.3990544903798496,5.0125,6.0,2.0,2.0,2.0
"Sports,Team,Basketball,Arcade,Sim",82.5,82.5,2,0.7071067811865476,2.75,2.75,0.0,,
"Sports,Team,Basketball,Sim",75.3076923076923,74.0,13,9.28605240297346,4.469230769230769,5.6,0.0,,
"Sports,Team,Cricket",73.0,73.0,2,0.0,7.75,7.75,0.0,,
"Sports,Team,Football,Arcade",66.0,66.0,1,,7.1,7.1,2.0,2.0,2.0
"Sports,Team,Football,Sim",79.18181818181819,82.0,11,6.735253251633256,3.690909090909091,4.2,8.0,2.0,2.0
"Sports,Team,Futuristic",74.28571428571429,73.0,7,5.282495802626059,7.033333333333334,7.15,2.0,2.0,2.0
"Sports,Team,Ice Hockey,Arcade",56.333333333333336,56.0,3,8.504900548115383,4.766666666666667,4.7,0.0,,
"Sports,Team,Ice Hockey,Sim",77.08333333333333,77.5,12,5.282188481256147,4.609090909090909,4.3,0.0,,
"Sports,Team,Rugby",49.0,49.0,3,8.0,4.0,4.0,6.0,2.0,2.0
"Sports,Team,Soccer,Arcade",67.25,70.5,8,18.029737340611167,6.6125,7.25,2.0,2.0,2.0
"Sports,Team,Soccer,Management",79.5,80.5,6,6.024948132556826,6.466666666666666,6.8,0.0,,
"Sports,Team,Soccer,Sim",78.94285714285714,82.0,35,8.047443354122795,4.5,4.5,0.0,,
"Sports,Traditional,Baseball,Arcade",72.75,77.0,16,10.963576058932597,7.840000000000001,7.8,0.0,,
"Sports,Traditional,Baseball,Management",82.5,82.5,2,0.7071067811865476,7.5,7.5,0.0,,
"Sports,Traditional,Baseball,Management,Management",86.0,86.0,1,,8.2,8.2,0.0,,
"Sports,Traditional,Baseball,Sim",77.04,78.5,50,9.041762515558297,7.693181818181818,7.7,0.0,,
"Sports,Traditional,Basketball,Arcade",71.04347826086956,69.0,23,16.78602844594701,7.965000000000001,8.05,0.0,,
"Sports,Traditional,Basketball,Arcade,Arcade",24.5,24.5,2,0.7071067811865476,3.05,3.05,0.0,,
"Sports,Traditional,Basketball,Sim",74.93506493506493,78.0,77,12.006947180188366,7.456451612903226,7.6,0.0,,
"Sports,Traditional,Boxing",69.0,74.0,32,16.64622402208827,7.463636363636363,8.05,0.0,,
"Sports,Traditional,Football,Arcade",73.21739130434783,76.0,23,9.657576026289274,8.042105263157895,8.0,0.0,,
"Sports,Traditional,Football,Management",67.5,67.5,2,2.1213203435596424,7.0,7.0,0.0,,
"Sports,Traditional,Football,Sim",80.02702702702703,87.0,74,13.685281537709907,7.696666666666667,7.8,0.0,,
"Sports,Traditional,General,Individual,Tennis,Other,Tennis",48.0,48.0,2,4.242640687119285,6.300000000000001,6.300000000000001,0.0,,
"Sports,Traditional,General,Team,Ice Hockey,Sim,Sim",62.0,62.0,1,,6.6,6.6,0.0,,
